DESCRIPTION,CHALLENGE,TRIGGERED,PREDICTION,OTHERBayes,OTHERS,STATUS
Turn anything into a remote control,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.12626426484566813, complexBayes 0.45447541267792824, linClass: 0 0, USE: 1 0.79982686","BayesTCO: 0.20071385380167556, BayesMixed 0.02268279653270325, BayesMixed w/o dups 0.02320492379681581, compl BayesTCO: 0.5274088508281627, compl BayesMixed: 0.3323213445258054, compl BayesMixed w/o dups: 0.09717248468416591","Lin Class: 0 0, USE mixed: 0 0.7204817",usable
On a window to allow you to view a better landscape if you don't like your real view,TCO,"['', 'Wordcount']","Bayes: 9.727839623186767e-07, complexBayes 0.0005474798382095551, linClass: 0 0, USE: 0 0.52441496","BayesTCO: 2.1275303108362418e-06, BayesMixed 6.54660329235329e-08, BayesMixed w/o dups 5.990000351727577e-08, compl BayesTCO: 0.00010194718703548355, compl BayesMixed: 1.5274842341000188e-10, compl BayesMixed w/o dups: 9.522703614709118e-10","Lin Class: 0 0, USE mixed: 0 0.91982204",usable
I think it would be a great idea for a touch screen oven/stove.  The reason I feel this would be a great addition is because it could help a lot of people with disabilities and help others that would like to cook but are afraid of being around the hot pieces of cookware.  This would essentially be a picture and your stove would be behind it.  You could just touch the items that you want to use and the heat you want to put it at to cook it.,TCO,[''],"Bayes: 0.9994634083469023, complexBayes 0.9999999999993022, linClass: 0 0, USE: 0 0.5296376","BayesTCO: 0.9996530798205542, BayesMixed 1.549787112016734e-10, BayesMixed w/o dups 3.967919815965362e-09, compl BayesTCO: 1.0, compl BayesMixed: 1.9393588498678072e-50, compl BayesMixed w/o dups: 3.0091678793201404e-48","Lin Class: 0 0, USE mixed: 0 0.96976614",usable
"Plastic frames were tried back in the ’90s, but they were too heavy. The materials and technology have improved. Thermoplastics are cheap and practically impervious to the elements.",TCO,[''],"Bayes: 0.9999999993812514, complexBayes 1.0, linClass: 0 0, USE: 1 0.9309573","BayesTCO: 0.9999999999012925, BayesMixed 6.1406156786336065e-06, BayesMixed w/o dups 7.01366274322041e-06, compl BayesTCO: 1.0, compl BayesMixed: 9.56847786143524e-06, compl BayesMixed w/o dups: 1.0880332818535344e-05","Lin Class: 0 0, USE mixed: 0 0.6530364",unusable
can turn vending machines into touch machines.,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.07216312505228609, complexBayes 0.42215330626568465, linClass: 0 0, USE: 1 0.6129936","BayesTCO: 0.10902788904777026, BayesMixed 0.5282455611342877, BayesMixed w/o dups 0.4750971150275724, compl BayesTCO: 0.44658108800990365, compl BayesMixed: 0.9469662066341842, compl BayesMixed w/o dups: 0.9488716326758158","Lin Class: 0 0, USE mixed: 0 0.80341417",usable
Australian golfer Jarrod Lyle dies after long battle with cancer,TCO,"['', 'Wordcount', 'Wordcount', 'containsName']","Bayes: 0.020490488046671678, complexBayes 2.8436113880763105e-20, linClass: 0 0, USE: 1 0.98389196","BayesTCO: 0.023857621313161048, BayesMixed 0.01327663998575445, BayesMixed w/o dups 0.01674073949274142, compl BayesTCO: 2.8436113880763105e-20, compl BayesMixed: 5.66313798178721e-20, compl BayesMixed w/o dups: 0.6024868606588899","Lin Class: 0 0, USE mixed: 0 0.504491",unusable
A table covered so you can touch remote.,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.00013172121776431768, complexBayes 0.01731802627413052, linClass: 0 0, USE: 0 0.6276606","BayesTCO: 8.223186110697253e-05, BayesMixed 0.007241285656351597, BayesMixed w/o dups 0.012059199624696437, compl BayesTCO: 0.011892104393198896, compl BayesMixed: 0.0009909537691780391, compl BayesMixed w/o dups: 0.002852639786249937","Lin Class: 0 0, USE mixed: 0 0.6041865",usable
Can turn a blackboard or a map into touch objects controlling them.,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.0030475603252649096, complexBayes 0.9999999999977218, linClass: 0 0, USE: 1 0.6017717","BayesTCO: 0.013111682491725446, BayesMixed 0.013236802573955792, BayesMixed w/o dups 0.008195949706934802, compl BayesTCO: 1.0, compl BayesMixed: 0.9963180151069653, compl BayesMixed w/o dups: 0.9681007677008447","Lin Class: 0 0, USE mixed: 0 0.75060564",usable
A wall in the bedroom that displays pictures all of your clothes to help you create outfits,TCO,"['', 'Wordcount']","Bayes: 0.9999999532331199, complexBayes 1.0, linClass: 0 0, USE: 1 0.6806147","BayesTCO: 0.9999999676189605, BayesMixed 3.1903276409916595e-07, BayesMixed w/o dups 9.247032151909946e-08, compl BayesTCO: 1.0, compl BayesMixed: 6.271639233463608e-09, compl BayesMixed w/o dups: 6.048353348959989e-09","Lin Class: 0 0, USE mixed: 0 0.8273699",usable
On the kitchen counter. You could have a section where you could always bring up recipes and instructions. ,TCO,"['', 'Wordcount']","Bayes: 1.3625222665024437e-07, complexBayes 7.002334951052645e-07, linClass: 0 0, USE: 0 0.924966","BayesTCO: 1.2528120697063284e-07, BayesMixed 1.8564532712266095e-05, BayesMixed w/o dups 3.954378752839704e-05, compl BayesTCO: 9.238021783937181e-07, compl BayesMixed: 8.512049382834658e-12, compl BayesMixed w/o dups: 8.659316552931727e-11","Lin Class: 0 0, USE mixed: 0 0.8527543",usable
On your front door. Anyone can leave you a note if they missed you. ,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 1.8739518304932632e-05, complexBayes 0.005156216500645438, linClass: 0 0, USE: 0 0.7510051","BayesTCO: 2.3143739728407216e-05, BayesMixed 3.686135151516453e-06, BayesMixed w/o dups 7.003120154428209e-06, compl BayesTCO: 0.005829734127380703, compl BayesMixed: 1.628534492243026e-05, compl BayesMixed w/o dups: 6.114802665335818e-05","Lin Class: 0 0, USE mixed: 0 0.82215416",usable
"I would put this coating on my hand, so I can carry it anywhere I go and do stuff I want",TCO,[''],"Bayes: 2.4993543372853453e-10, complexBayes 9.984403310264829e-11, linClass: 0 0, USE: 0 0.8519847","BayesTCO: 1.6490950141803047e-10, BayesMixed 3.064030513908404e-07, BayesMixed w/o dups 1.0344564139568372e-06, compl BayesTCO: 8.443571110202928e-11, compl BayesMixed: 4.883155831451465e-09, compl BayesMixed w/o dups: 1.8855207070490617e-08","Lin Class: 0 0, USE mixed: 0 0.74660426",usable
a printer that works by touchscreen and can make any product instantly.,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.9999999996443817, complexBayes 0.002115176022687533, linClass: 0 0, USE: 1 0.9291882","BayesTCO: 0.9999999997222561, BayesMixed 0.0014464157151665418, BayesMixed w/o dups 0.00234281366941486, compl BayesTCO: 0.0010289131842051336, compl BayesMixed: 0.01260838081397477, compl BayesMixed w/o dups: 0.018591164373398618","Lin Class: 0 0, USE mixed: 0 0.6283959",usable
your desktop could be a touchpad for your computer,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.0011050566306514663, complexBayes 0.0017075687805747607, linClass: 0 0, USE: 1 0.8513552","BayesTCO: 0.0015374982143294847, BayesMixed 0.0038968959348081107, BayesMixed w/o dups 0.004472412261604817, compl BayesTCO: 0.9999999991712823, compl BayesMixed: 5.044889599467906e-06, compl BayesMixed w/o dups: 2.0989053964457728e-05","Lin Class: 0 0, USE mixed: 0 0.71371335",usable
Replace whiteboards and chalkboards in schools with this technology. Teachers could use it for lessons and make it interactive for the students.,TCO,[''],"Bayes: 0.9999992140374365, complexBayes 0.9999999999999998, linClass: 0 0, USE: 0 0.76561546","BayesTCO: 0.9999994570520822, BayesMixed 4.0741849655276014e-08, BayesMixed w/o dups 4.7485883369421805e-08, compl BayesTCO: 1.0, compl BayesMixed: 3.8140351914898615e-20, compl BayesMixed w/o dups: 2.7724794093175313e-19","Lin Class: 0 0, USE mixed: 0 0.9516327",usable
Put the touchscreen coating on a window or door to tell you the weather outside and the forecast for the day.,TCO,[''],"Bayes: 1.9786410311660867e-08, complexBayes 1.5543475205230804e-08, linClass: 0 0, USE: 1 0.5454831","BayesTCO: 2.6574562313308415e-08, BayesMixed 3.3611372836146445e-08, BayesMixed w/o dups 3.774231730808463e-08, compl BayesTCO: 3.32428790081865e-09, compl BayesMixed: 3.2995841909888855e-13, compl BayesMixed w/o dups: 1.2179085400242107e-12","Lin Class: 0 0, USE mixed: 0 0.7521582",usable
A touchscreen for the bathroom to regulate the water temperature in the shower and also be used as a radio or television.,TCO,[''],"Bayes: 1.0581301920253315e-06, complexBayes 0.9999979457446367, linClass: 0 0, USE: 1 0.69053","BayesTCO: 1.7015811791183506e-06, BayesMixed 5.671957711854662e-07, BayesMixed w/o dups 6.407775847071687e-07, compl BayesTCO: 1.0, compl BayesMixed: 4.229637023228317e-25, compl BayesMixed w/o dups: 1.7085927523115168e-23","Lin Class: 0 0, USE mixed: 0 0.67982817",usable
I have a new idea about designing a foldable smartphone with qled display and infinity edge to edge screen,TCO,"['', 'Wordcount']","Bayes: 0.0009847041398424843, complexBayes 0.999999821395182, linClass: 0 0, USE: 1 0.86823905","BayesTCO: 0.0013480409259124322, BayesMixed 0.004199281793932416, BayesMixed w/o dups 0.0031588117741233016, compl BayesTCO: 1.0, compl BayesMixed: 0.00696545846708974, compl BayesMixed w/o dups: 0.008005579536150859","Lin Class: 0 0, USE mixed: 0 0.76091075",unusable
Full room displays,TCO,"['', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj']","Bayes: 0.004717992708556723, complexBayes 0.05529157667386612, linClass: 0 0, USE: 1 0.80962","BayesTCO: 0.0039020929407591353, BayesMixed 0.057731238025951835, BayesMixed w/o dups 0.022278834109765878, compl BayesTCO: 0.05529157667386612, compl BayesMixed: 0.05529157667386612, compl BayesMixed w/o dups: 0.05529157667386612","Lin Class: 0 0, USE mixed: 0 0.59996736",usable
A refrigerator that can bring items to the front based on requests made on a touch display. ,TCO,"['', 'Wordcount']","Bayes: 4.615786731005835e-07, complexBayes 1.1324117805187697e-07, linClass: 0 0, USE: 0 0.8709089","BayesTCO: 4.77088556493483e-07, BayesMixed 1.1171640238816632e-06, BayesMixed w/o dups 1.2387074543281787e-06, compl BayesTCO: 1.6368511207810468e-07, compl BayesMixed: 6.007728661748492e-12, compl BayesMixed w/o dups: 3.442940344214788e-11","Lin Class: 0 0, USE mixed: 0 0.8357416",usable
Smart clothes,TCO,"['', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj unigram']","Bayes: 0.02989130434782609, complexBayes 0.2285714285714286, linClass: 0 0, USE: 1 0.9296989","BayesTCO: 0.024830699774266364, BayesMixed 0.05582248265631945, BayesMixed w/o dups 0.025620203673900038, compl BayesTCO: 0.2285714285714286, compl BayesMixed: 0.3405097509171655, compl BayesMixed w/o dups: 0.3065483955126533","Lin Class: 0 0, USE mixed: 0 0.5817956",usable
An alarm system that can only be accessed with your touch and unlocks your house for you.,TCO,"['', 'Wordcount']","Bayes: 1.0, complexBayes 0.9999999749267188, linClass: 0 0, USE: 1 0.7532598","BayesTCO: 1.0, BayesMixed 8.038149434836158e-05, BayesMixed w/o dups 7.18262156235626e-05, compl BayesTCO: 1.0, compl BayesMixed: 4.0660034689028545e-07, compl BayesMixed w/o dups: 8.47760018197882e-06","Lin Class: 0 0, USE mixed: 0 0.7652443",usable
"A touch display on the door of your fridge, on which you can take notes or see what's nearing the expiry date. ",TCO,[''],"Bayes: 0.9998731750211377, complexBayes 0.22510656278939467, linClass: 0 0, USE: 0 0.76653963","BayesTCO: 0.9998598052898816, BayesMixed 4.7454565035750944e-07, BayesMixed w/o dups 7.577318532583748e-07, compl BayesTCO: 0.06734546000978485, compl BayesMixed: 1.2003843906623756e-12, compl BayesMixed w/o dups: 1.9014791842988645e-11","Lin Class: 0 0, USE mixed: 0 0.75792533",usable
Projector,TCO,"['', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']","Bayes: 0.4, complexBayes 0.4, linClass: 0 0, USE: 1 0.8528229","BayesTCO: 0.4, BayesMixed 0.16221312606356064, BayesMixed w/o dups 0.1810198736712371, compl BayesTCO: 0.4, compl BayesMixed: 0.4, compl BayesMixed w/o dups: 0.4","Lin Class: 0 0, USE mixed: 0 0.6013697",usable
super interactive toys,TCO,"['', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.13349514563106799, complexBayes 0.05529157667386612, linClass: 0 0, USE: 1 0.9712795","BayesTCO: 0.13253012048192775, BayesMixed 0.2250654074404952, BayesMixed w/o dups 0.21647813110284098, compl BayesTCO: 0.05529157667386612, compl BayesMixed: 0.05529157667386612, compl BayesMixed w/o dups: 0.05529157667386612","Lin Class: 0 0, USE mixed: 0 0.578685",usable
Back of a smartphone to add additional shortcuts to your phone without turning on the display. ,TCO,"['', 'Wordcount']","Bayes: 5.082541472697301e-06, complexBayes 0.9999999998738437, linClass: 0 0, USE: 0 0.5163725","BayesTCO: 6.6603216441519405e-06, BayesMixed 8.19339051262952e-06, BayesMixed w/o dups 1.2344807853562069e-05, compl BayesTCO: 0.9999999999275107, compl BayesMixed: 1.466894505545401e-05, compl BayesMixed w/o dups: 1.6075574257540037e-05","Lin Class: 0 0, USE mixed: 0 0.7901122",usable
Apply to baby strollers so you can browse while working out. ,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.0002170225376091477, complexBayes 0.00038972413841913427, linClass: 0 0, USE: 0 0.671298","BayesTCO: 0.00018626776066772322, BayesMixed 0.00027669702796905785, BayesMixed w/o dups 0.00036879441365437874, compl BayesTCO: 0.0002771726979514934, compl BayesMixed: 0.00028312858035677886, compl BayesMixed w/o dups: 0.0005265823925522497","Lin Class: 0 0, USE mixed: 0 0.8985655",usable
"A hotel room with a touch display coated wall connected to a camera located in a nearby scenic area
",TCO,"['', 'Wordcount']","Bayes: 5.826839693759757e-07, complexBayes 0.9999997999594362, linClass: 0 0, USE: 1 0.9255469","BayesTCO: 7.290803111744872e-07, BayesMixed 2.4750700135376167e-06, BayesMixed w/o dups 2.230908732610395e-06, compl BayesTCO: 1.0, compl BayesMixed: 1.1722038501148988e-09, compl BayesMixed w/o dups: 1.0030581696383305e-09","Lin Class: 0 0, USE mixed: 0 0.55631226",usable
Can turn a stove into a touch stove.,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.0538507124306257, complexBayes 0.9999999999970385, linClass: 0 0, USE: 1 0.6763333","BayesTCO: 0.08808435754008236, BayesMixed 0.2672792609773724, BayesMixed w/o dups 0.20320770108344122, compl BayesTCO: 0.9999999999978371, compl BayesMixed: 0.9990433523760894, compl BayesMixed w/o dups: 0.9966335482609527","Lin Class: 0 0, USE mixed: 0 0.540652",usable
Australian golfer Jarrod Lyle dies after long battle with cancer,TCO,['duplicate'],,,,unusable
A cool hightech pen can me made out of it for sure,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.9999999972762388, complexBayes 0.9999999995372225, linClass: 0 0, USE: 1 0.8867244","BayesTCO: 0.9999999984242312, BayesMixed 1.151772413124398e-05, BayesMixed w/o dups 1.791130080115548e-05, compl BayesTCO: 0.9999999993982981, compl BayesMixed: 4.583473434699859e-05, compl BayesMixed w/o dups: 8.966266369118259e-05","Lin Class: 0 0, USE mixed: 0 0.77130383",usable
The Wiggles Emma Watkins announces exciting news,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount', 'containsName']","Bayes: 0.04573804573804577, complexBayes 1.1782921012620382e-11, linClass: 0 0, USE: 1 0.98326564","BayesTCO: 0.048173435247395514, BayesMixed 0.04204993429697768, BayesMixed w/o dups 0.04104866511665198, compl BayesTCO: 1.208765172846032e-11, compl BayesMixed: 1.208765172846032e-11, compl BayesMixed w/o dups: 1.1732935086320052e-11","Lin Class: 0 0, USE mixed: 1 0.58404744",unusable
"You could use the coating on the front of back of books that indicate the page numbers of important passages or when you starting reading the point or it could have a timer that shows each time you starting and stopped reading the book. The coating would allow you to take notes that would always be with the book when you carry it around
",TCO,[''],"Bayes: 0.9999999999998471, complexBayes 0.9999999999999994, linClass: 0 0, USE: 0 0.9629901","BayesTCO: 0.9999999999999346, BayesMixed 2.14081505359542e-08, BayesMixed w/o dups 2.7113314446808146e-07, compl BayesTCO: 1.0, compl BayesMixed: 5.06828970266524e-35, compl BayesMixed w/o dups: 9.650790958932229e-34","Lin Class: 0 0, USE mixed: 0 0.9236657",usable
refrigerator door could have keyboard for adding items to a grocery list,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 1.3338386062380932e-06, complexBayes 0.011438603176569627, linClass: 0 0, USE: 0 0.8460467","BayesTCO: 9.581290565617122e-07, BayesMixed 0.00012737191114404808, BayesMixed w/o dups 5.8859559823901015e-05, compl BayesTCO: 0.02315683212268178, compl BayesMixed: 8.860963524871423e-07, compl BayesMixed w/o dups: 5.795989824618373e-07","Lin Class: 0 0, USE mixed: 0 0.87487566",usable
drafting desk,TCO,"['', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.26993865030674846, complexBayes 0.2285714285714286, linClass: 0 0, USE: 1 0.63314223","BayesTCO: 0.23404255319148937, BayesMixed 0.607684355616816, BayesMixed w/o dups 0.6387605327534656, compl BayesTCO: 0.2285714285714286, compl BayesMixed: 0.2285714285714286, compl BayesMixed w/o dups: 0.2285714285714286","Lin Class: 0 0, USE mixed: 0 0.55465627",usable
"Spray the coating on the bathroom wall to adjust the water temperature and water pressure and to put music, podcast, news, or audiobooks to listen while you shower.",TCO,[''],"Bayes: 9.656525788391018e-10, complexBayes 3.3335566141942853e-07, linClass: 0 0, USE: 0 0.78067523","BayesTCO: 9.919537338458798e-10, BayesMixed 1.945876651223689e-05, BayesMixed w/o dups 3.2763413943952904e-05, compl BayesTCO: 1.2145665690982606e-07, compl BayesMixed: 1.9330200614636745e-08, compl BayesMixed w/o dups: 1.3504883291214002e-08","Lin Class: 0 0, USE mixed: 0 0.73790336",usable
